,song_index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,Unnamed: 0,title
18390,18390,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,152.386,audio_features,0Ri6sPso4CNTnHn7RroCt4,spotify:track:0Ri6sPso4CNTnHn7RroCt4,https://api.spotify.com/v1/tracks/0Ri6sPso4CNTnHn7RroCt4,https://api.spotify.com/v1/audio-analysis/0Ri6sPso4CNTnHn7RroCt4,238560,4,Pop,Beautiful,,
18439,18439,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4,Pop,death bed (coffee for your head),,
18236,18236,0.701,0.942,5,-2.253,1,0.241,0.159,0.0,0.113,0.57,123.878,audio_features,6dqpkvBfHtnBbGErSKnTHU,spotify:track:6dqpkvBfHtnBbGErSKnTHU,https://api.spotify.com/v1/tracks/6dqpkvBfHtnBbGErSKnTHU,https://api.spotify.com/v1/audio-analysis/6dqpkvBfHtnBbGErSKnTHU,183871,4,Pop,Where Is the Love,,
18056,18056,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,audio_features,7LcfRTgAVTs5pQGEQgUEzN,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,https://api.spotify.com/v1/tracks/7LcfRTgAVTs5pQGEQgUEzN,https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN,201160,4,Pop,Moves Like Jagger - Studio Recording From The Voice Performance,,
18188,18188,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.7140000000000001,119.001,audio_features,1CZOrmHUUjeDP7N2B4Ba6S,spotify:track:1CZOrmHUUjeDP7N2B4Ba6S,https://api.spotify.com/v1/tracks/1CZOrmHUUjeDP7N2B4Ba6S,https://api.spotify.com/v1/audio-analysis/1CZOrmHUUjeDP7N2B4Ba6S,294573,4,Pop,Bad Romance,,
19068,19068,0.871,0.597,10,-10.117,0,0.2689999999999999,0.636,0.0003259999999999,0.158,0.65,198.354,audio_features,0vcC1PkohHTpqLHWkKc7C9,spotify:track:0vcC1PkohHTpqLHWkKc7C9,https://api.spotify.com/v1/tracks/0vcC1PkohHTpqLHWkKc7C9,https://api.spotify.com/v1/audio-analysis/0vcC1PkohHTpqLHWkKc7C9,295400,4,Hiphop,Buddy,,
19321,19321,0.584,0.821,1,-5.825,1,0.0705,0.1169999999999999,3.1e-06,0.335,0.422,159.714,audio_features,4yGHBbRDvGzlOtaEGe7T2D,spotify:track:4yGHBbRDvGzlOtaEGe7T2D,https://api.spotify.com/v1/tracks/4yGHBbRDvGzlOtaEGe7T2D,https://api.spotify.com/v1/audio-analysis/4yGHBbRDvGzlOtaEGe7T2D,354853,4,Hiphop,Break The Bank,,
21148,21148,0.73,0.746,1,-3.53,1,0.0517,0.0672,0.0,0.353,0.5489999999999999,185.046,audio_features,48PGeEeCqI5QZlUS9x4X6u,spotify:track:48PGeEeCqI5QZlUS9x4X6u,https://api.spotify.com/v1/tracks/48PGeEeCqI5QZlUS9x4X6u,https://api.spotify.com/v1/audio-analysis/48PGeEeCqI5QZlUS9x4X6u,239440,4,Hiphop,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",,
19799,19799,0.652,0.643,9,-5.667000000000001,0,0.0353,0.318,2.87e-06,0.208,0.109,104.932,audio_features,4qWCFTuNnmGNdY4egtb4ZY,spotify:track:4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/tracks/4qWCFTuNnmGNdY4egtb4ZY,https://api.spotify.com/v1/audio-analysis/4qWCFTuNnmGNdY4egtb4ZY,228227,4,Hiphop,Otherside,,
18639,18639,0.544,0.626,2,-9.544,0,0.3339999999999999,0.311,0.0,0.106,0.3989999999999999,158.202,audio_features,7zqB2KFbCLdX0UHpaHRBjC,spotify:track:7zqB2KFbCLdX0UHpaHRBjC,https://api.spotify.com/v1/tracks/7zqB2KFbCLdX0UHpaHRBjC,https://api.spotify.com/v1/audio-analysis/7zqB2KFbCLdX0UHpaHRBjC,274826,1,Hiphop,Vibe,,
20333,20333,0.6859999999999999,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.90200000000002,audio_features,7gVwgc8b3XnO87TpmXXFA5,spotify:track:7gVwgc8b3XnO87TpmXXFA5,https://api.spotify.com/v1/tracks/7gVwgc8b3XnO87TpmXXFA5,https://api.spotify.com/v1/audio-analysis/7gVwgc8b3XnO87TpmXXFA5,172005,4,Hiphop,Diva (feat. Lil Tecca),,
19281,19281,0.618,0.711,2,-6.841,1,0.342,0.41,0.0,0.615,0.659,194.674,audio_features,5v9isbe4BHsWc9N25MmWfj,spotify:track:5v9isbe4BHsWc9N25MmWfj,https://api.spotify.com/v1/tracks/5v9isbe4BHsWc9N25MmWfj,https://api.spotify.com/v1/audio-analysis/5v9isbe4BHsWc9N25MmWfj,165693,4,Hiphop,Whenimondamic,,
20130,20130,0.7040000000000001,0.478,9,-6.562,1,0.047,0.7709999999999999,0.000516,0.0875,0.42,128.789,audio_features,2VMJkgrhqfOOYBlZif2nvX,spotify:track:2VMJkgrhqfOOYBlZif2nvX,https://api.spotify.com/v1/tracks/2VMJkgrhqfOOYBlZif2nvX,https://api.spotify.com/v1/audio-analysis/2VMJkgrhqfOOYBlZif2nvX,133560,4,Hiphop,She Wants My Money,,
19655,19655,0.836,0.144,11,-9.659,1,0.273,0.807,0.000425,0.11,0.6920000000000001,105.463,audio_features,1PduWt3eWLpdfPXUJfi3ut,spotify:track:1PduWt3eWLpdfPXUJfi3ut,https://api.spotify.com/v1/tracks/1PduWt3eWLpdfPXUJfi3ut,https://api.spotify.com/v1/audio-analysis/1PduWt3eWLpdfPXUJfi3ut,174700,4,Hiphop,Not Even Her (feat. Shiloh),,
20947,20947,0.787,0.86,6,-6.38,0,0.182,0.206,0.0,0.0777,0.625,179.99400000000003,audio_features,0wMBON83H9bcRTTWhprziY,spotify:track:0wMBON83H9bcRTTWhprziY,https://api.spotify.com/v1/tracks/0wMBON83H9bcRTTWhprziY,https://api.spotify.com/v1/audio-analysis/0wMBON83H9bcRTTWhprziY,224000,4,Hiphop,Outlawz,,
23078,23078,0.848,0.885,6,-7.53,1,0.0586,0.000723,0.7929999999999999,0.0722,0.835,126.004,audio_features,7kmdOsSxrNJTYbfN4ORjPg,spotify:track:7kmdOsSxrNJTYbfN4ORjPg,https://api.spotify.com/v1/tracks/7kmdOsSxrNJTYbfN4ORjPg,https://api.spotify.com/v1/audio-analysis/7kmdOsSxrNJTYbfN4ORjPg,230528,4,techhouse,,1566.0,Dirtybird//Techhouse by Mack\
24163,24163,0.8029999999999999,0.935,8,-5.665,0,0.0772,0.00383,0.87,0.146,0.55,124.999,audio_features,4LrTGjexMBUhNwj6KpdsIl,spotify:track:4LrTGjexMBUhNwj6KpdsIl,https://api.spotify.com/v1/tracks/4LrTGjexMBUhNwj6KpdsIl,https://api.spotify.com/v1/audio-analysis/4LrTGjexMBUhNwj6KpdsIl,218880,4,techhouse,,2660.0,Dirtybird Players
23583,23583,0.72,0.821,7,-5.12,0,0.0879,0.0241,1.86e-06,0.163,0.8079999999999999,127.909,audio_features,6dvyAoIz7uAnXWjZ6rlzW4,spotify:track:6dvyAoIz7uAnXWjZ6rlzW4,https://api.spotify.com/v1/tracks/6dvyAoIz7uAnXWjZ6rlzW4,https://api.spotify.com/v1/audio-analysis/6dvyAoIz7uAnXWjZ6rlzW4,228361,4,techhouse,,2078.0,Tech house
23919,23919,0.622,0.894,11,-4.893,0,0.179,0.00225,0.413,0.0952,0.419,123.018,audio_features,5hbyKYju1ZZegFG87Efqb6,spotify:track:5hbyKYju1ZZegFG87Efqb6,https://api.spotify.com/v1/tracks/5hbyKYju1ZZegFG87Efqb6,https://api.spotify.com/v1/audio-analysis/5hbyKYju1ZZegFG87Efqb6,403927,4,techhouse,,2415.0,Dirtybird House
23906,23906,0.8009999999999999,0.989,10,-5.466,0,0.0633,5.01e-05,0.695,0.0585,0.753,128.00799999999998,audio_features,4T3lZvL93cmprMEnTWSDcD,spotify:track:4T3lZvL93cmprMEnTWSDcD,https://api.spotify.com/v1/tracks/4T3lZvL93cmprMEnTWSDcD,https://api.spotify.com/v1/audio-analysis/4T3lZvL93cmprMEnTWSDcD,361387,4,techhouse,,2402.0,blanc | Tech House
21997,21997,0.8,0.695,1,-9.433,0,0.0643,0.00436,0.948,0.108,0.161,130.002,audio_features,5R1RVAap7FWVGND3kqYh8T,spotify:track:5R1RVAap7FWVGND3kqYh8T,https://api.spotify.com/v1/tracks/5R1RVAap7FWVGND3kqYh8T,https://api.spotify.com/v1/audio-analysis/5R1RVAap7FWVGND3kqYh8T,141209,4,techhouse,,477.0,Beatoirt Best New Tech House
21677,21677,0.804,0.624,10,-9.653,0,0.0636,2.95e-05,0.866,0.123,0.408,126.015,audio_features,2h6ltbppZ4qCph7HBOGhO8,spotify:track:2h6ltbppZ4qCph7HBOGhO8,https://api.spotify.com/v1/tracks/2h6ltbppZ4qCph7HBOGhO8,https://api.spotify.com/v1/audio-analysis/2h6ltbppZ4qCph7HBOGhO8,441905,4,techhouse,,153.0,Beatoirt Best New Tech House
22790,22790,0.696,0.787,4,-6.805,1,0.0496,0.000405,0.339,0.0477,0.332,123.988,audio_features,3s6dh2duRyDcs3iu56CqgY,spotify:track:3s6dh2duRyDcs3iu56CqgY,https://api.spotify.com/v1/tracks/3s6dh2duRyDcs3iu56CqgY,https://api.spotify.com/v1/audio-analysis/3s6dh2duRyDcs3iu56CqgY,437557,4,techhouse,,1277.0,Tech House by DOT Dance
23269,23269,0.804,0.951,11,-4.424,0,0.0894,0.135,0.743,0.0707,0.584,123.03,audio_features,1Pg5IsFVzth7L3xgoWiGQ4,spotify:track:1Pg5IsFVzth7L3xgoWiGQ4,https://api.spotify.com/v1/tracks/1Pg5IsFVzth7L3xgoWiGQ4,https://api.spotify.com/v1/audio-analysis/1Pg5IsFVzth7L3xgoWiGQ4,210732,4,techhouse,,1760.0,Dirtybird Players
21743,21743,0.799,0.846,1,-9.009,1,0.0577,0.00392,0.913,0.272,0.448,127.015,audio_features,5kinxw6xVeS3ddKv8BEWWB,spotify:track:5kinxw6xVeS3ddKv8BEWWB,https://api.spotify.com/v1/tracks/5kinxw6xVeS3ddKv8BEWWB,https://api.spotify.com/v1/audio-analysis/5kinxw6xVeS3ddKv8BEWWB,355276,4,techhouse,,221.0,Tech House Essentials by Distortion
24813,24813,0.682,0.622,8,-11.759,1,0.0485,0.00315,0.8420000000000001,0.134,0.142,124.989,audio_features,2S0Ndqp73BzbLQbfgwDgWX,spotify:track:2S0Ndqp73BzbLQbfgwDgWX,https://api.spotify.com/v1/tracks/2S0Ndqp73BzbLQbfgwDgWX,https://api.spotify.com/v1/audio-analysis/2S0Ndqp73BzbLQbfgwDgWX,460800,4,techno,,3320.0,|DARK|HARD|TECHNO
26881,26881,0.772,0.584,1,-13.547,1,0.131,0.00226,0.907,0.0896,0.0516,125.999,audio_features,2xbo4MjLHPANju4rPtWJkz,spotify:track:2xbo4MjLHPANju4rPtWJkz,https://api.spotify.com/v1/tracks/2xbo4MjLHPANju4rPtWJkz,https://api.spotify.com/v1/audio-analysis/2xbo4MjLHPANju4rPtWJkz,539173,4,techno,,5420.0,DARK UNDERGROUND TECHNO
25800,25800,0.601,0.969,11,-8.146,0,0.0444,0.0224,0.914,0.11,0.334,134.995,audio_features,3L0p983hBrZrhn1W4vhXtt,spotify:track:3L0p983hBrZrhn1W4vhXtt,https://api.spotify.com/v1/tracks/3L0p983hBrZrhn1W4vhXtt,https://api.spotify.com/v1/audio-analysis/3L0p983hBrZrhn1W4vhXtt,362633,4,techno,,4320.0,Dark Techno Rave
26067,26067,0.727,0.828,1,-11.529000000000002,1,0.0746,0.0805,0.8140000000000001,0.103,0.454,142.011,audio_features,6UerXd3NVMNph4a7Nq2mZP,spotify:track:6UerXd3NVMNph4a7Nq2mZP,https://api.spotify.com/v1/tracks/6UerXd3NVMNph4a7Nq2mZP,https://api.spotify.com/v1/audio-analysis/6UerXd3NVMNph4a7Nq2mZP,425236,4,techno,,4592.0,Dark Techno Rave
24832,24832,0.727,0.573,2,-7.447999999999999,1,0.0602,9.03e-05,0.8740000000000001,0.0816,0.0489,128.005,audio_features,2eqCccUFOABFgze5Xr7EaJ,spotify:track:2eqCccUFOABFgze5Xr7EaJ,https://api.spotify.com/v1/tracks/2eqCccUFOABFgze5Xr7EaJ,https://api.spotify.com/v1/audio-analysis/2eqCccUFOABFgze5Xr7EaJ,405000,4,techno,,3340.0,Techno
25273,25273,0.7440000000000001,0.8340000000000001,1,-9.26,1,0.0456,0.00144,0.848,0.116,0.148,124.002,audio_features,6nE0SC8W32AKg7UAj4DWBC,spotify:track:6nE0SC8W32AKg7UAj4DWBC,https://api.spotify.com/v1/tracks/6nE0SC8W32AKg7UAj4DWBC,https://api.spotify.com/v1/audio-analysis/6nE0SC8W32AKg7UAj4DWBC,281129,4,techno,,3784.0,Techno / Minimal / Hardcore/ Melodic / Dark
26373,26373,0.597,0.954,1,-6.479,1,0.0774,0.00517,0.389,0.17,0.0625,130.05700000000002,audio_features,0tkLUZ9QlgBB3gIbvRrfHS,spotify:track:0tkLUZ9QlgBB3gIbvRrfHS,https://api.spotify.com/v1/tracks/0tkLUZ9QlgBB3gIbvRrfHS,https://api.spotify.com/v1/audio-analysis/0tkLUZ9QlgBB3gIbvRrfHS,597055,4,techno,,4904.0,techno. only. (08/02)
26944,26944,0.7390000000000001,0.8740000000000001,7,-8.43,1,0.0475,0.00394,0.932,0.136,0.0568,128.006,audio_features,1fhjYMrhS6MtrJZvnBlPHY,spotify:track:1fhjYMrhS6MtrJZvnBlPHY,https://api.spotify.com/v1/tracks/1fhjYMrhS6MtrJZvnBlPHY,https://api.spotify.com/v1/audio-analysis/1fhjYMrhS6MtrJZvnBlPHY,420000,4,techno,,5484.0,techno. only. (08/02)
25238,25238,0.7909999999999999,0.71,7,-10.196,1,0.0569,0.0008789999999999,0.889,0.0834,0.1689999999999999,132.01,audio_features,3WjMm2t7ixavIQmlRjGsVb,spotify:track:3WjMm2t7ixavIQmlRjGsVb,https://api.spotify.com/v1/tracks/3WjMm2t7ixavIQmlRjGsVb,https://api.spotify.com/v1/audio-analysis/3WjMm2t7ixavIQmlRjGsVb,342067,5,techno,,3749.0,Dark Techno Rave
26433,26433,0.7959999999999999,0.981,11,-5.691,0,0.0555,0.0012,0.906,0.0907,0.173,130.0,audio_features,3H3G0xKNQY7RyDhlzlbhOr,spotify:track:3H3G0xKNQY7RyDhlzlbhOr,https://api.spotify.com/v1/tracks/3H3G0xKNQY7RyDhlzlbhOr,https://api.spotify.com/v1/audio-analysis/3H3G0xKNQY7RyDhlzlbhOr,360115,4,techno,,4965.0,Techno / Minimal / Hardcore/ Melodic / Dark
29162,29162,0.441,0.642,5,-13.692,1,0.0385,0.00924,0.8859999999999999,0.42,0.0393,129.998,audio_features,4lI4bSUHJESG8IxmhiCqc9,spotify:track:4lI4bSUHJESG8IxmhiCqc9,https://api.spotify.com/v1/tracks/4lI4bSUHJESG8IxmhiCqc9,https://api.spotify.com/v1/audio-analysis/4lI4bSUHJESG8IxmhiCqc9,243509,3,trance,,7706.0,State if Trance (The best ASOT Epsidoes)
27857,27857,0.565,0.963,5,-7.353,0,0.0427,0.000419,0.7929999999999999,0.688,0.54,139.995,audio_features,28cC203z969iPJZCgsNjPO,spotify:track:28cC203z969iPJZCgsNjPO,https://api.spotify.com/v1/tracks/28cC203z969iPJZCgsNjPO,https://api.spotify.com/v1/audio-analysis/28cC203z969iPJZCgsNjPO,421484,4,trance,,6401.0,Top Trance Songs EVER
29204,29204,0.622,0.846,6,-6.819,1,0.0649,0.00456,0.00138,0.0909,0.135,138.01,audio_features,0msD3bUUDnAzIWaiFGsOtd,spotify:track:0msD3bUUDnAzIWaiFGsOtd,https://api.spotify.com/v1/tracks/0msD3bUUDnAzIWaiFGsOtd,https://api.spotify.com/v1/audio-analysis/0msD3bUUDnAzIWaiFGsOtd,242001,4,trance,,7748.0,Top Trance Songs EVER
29130,29130,0.487,0.8690000000000001,8,-9.801,0,0.0611,0.000432,0.129,0.322,0.234,130.875,audio_features,3tHH8kpy5cAeyJToXvod8x,spotify:track:3tHH8kpy5cAeyJToXvod8x,https://api.spotify.com/v1/tracks/3tHH8kpy5cAeyJToXvod8x,https://api.spotify.com/v1/audio-analysis/3tHH8kpy5cAeyJToXvod8x,272769,4,trance,,7674.0,State if Trance (The best ASOT Epsidoes)
28370,28370,0.5660000000000001,0.879,0,-6.768,1,0.0723,0.000981,0.00244,0.444,0.199,129.94,audio_features,1lirkBbo44UHLp4xPa1W1x,spotify:track:1lirkBbo44UHLp4xPa1W1x,https://api.spotify.com/v1/tracks/1lirkBbo44UHLp4xPa1W1x,https://api.spotify.com/v1/audio-analysis/1lirkBbo44UHLp4xPa1W1x,155113,4,trance,,6914.0,State if Trance (The best ASOT Epsidoes)
27566,27566,0.653,0.944,2,-3.4210000000000003,1,0.0917,0.00163,0.473,0.352,0.0754,139.97,audio_features,4nijbf0O8zddqYJQjr1aqM,spotify:track:4nijbf0O8zddqYJQjr1aqM,https://api.spotify.com/v1/tracks/4nijbf0O8zddqYJQjr1aqM,https://api.spotify.com/v1/audio-analysis/4nijbf0O8zddqYJQjr1aqM,221000,4,trance,,6110.0,TRANNCE 2020 Best Trance Music Official
28083,28083,0.502,0.98,8,-4.498,1,0.0352,0.0114,0.968,0.0986,0.201,140.004,audio_features,0CV8PqgDS5V2kkoFZLu07t,spotify:track:0CV8PqgDS5V2kkoFZLu07t,https://api.spotify.com/v1/tracks/0CV8PqgDS5V2kkoFZLu07t,https://api.spotify.com/v1/audio-analysis/0CV8PqgDS5V2kkoFZLu07t,211714,4,trance,,6627.0,ASOT
28512,28512,0.731,0.523,11,-8.892000000000003,0,0.0563,0.001,0.915,0.0876,0.0508,125.996,audio_features,23qFaJBYKqV56IDuck8ne1,spotify:track:23qFaJBYKqV56IDuck8ne1,https://api.spotify.com/v1/tracks/23qFaJBYKqV56IDuck8ne1,https://api.spotify.com/v1/audio-analysis/23qFaJBYKqV56IDuck8ne1,466191,4,trance,,7056.0,Top Trance Songs EVER
27563,27563,0.416,0.94,6,-5.796,1,0.0908,0.00266,0.6409999999999999,0.0459,0.177,138.002,audio_features,0N7J3D57Z67KH9YNS3Leg3,spotify:track:0N7J3D57Z67KH9YNS3Leg3,https://api.spotify.com/v1/tracks/0N7J3D57Z67KH9YNS3Leg3,https://api.spotify.com/v1/audio-analysis/0N7J3D57Z67KH9YNS3Leg3,260644,4,trance,,6107.0,UPLIFTING TRANCE 2020
29232,29232,0.423,0.987,2,-6.0,1,0.0578,0.0306,0.911,0.924,0.204,139.984,audio_features,32KBALZCZjdaWjuB34Udwa,spotify:track:32KBALZCZjdaWjuB34Udwa,https://api.spotify.com/v1/tracks/32KBALZCZjdaWjuB34Udwa,https://api.spotify.com/v1/audio-analysis/32KBALZCZjdaWjuB34Udwa,231429,4,trance,,7776.0,UPLIFTING TRANCE 2020
30607,30607,0.6829999999999999,0.976,7,-5.157,1,0.0503,4.07e-05,0.7979999999999999,0.332,0.426,143.99,audio_features,1lY0kGyUBI7eGW7PfwKxzB,spotify:track:1lY0kGyUBI7eGW7PfwKxzB,https://api.spotify.com/v1/tracks/1lY0kGyUBI7eGW7PfwKxzB,https://api.spotify.com/v1/audio-analysis/1lY0kGyUBI7eGW7PfwKxzB,468333,4,psytrance,,9158.0,Psytrance: From Full on to Forrest Trance
30626,30626,0.649,0.8190000000000001,10,-6.198,0,0.0677,0.00646,0.7509999999999999,0.122,0.303,139.993,audio_features,3pSnRTpcebMBbrHv84WTqa,spotify:track:3pSnRTpcebMBbrHv84WTqa,https://api.spotify.com/v1/tracks/3pSnRTpcebMBbrHv84WTqa,https://api.spotify.com/v1/audio-analysis/3pSnRTpcebMBbrHv84WTqa,442283,4,psytrance,,9177.0,Psytrance Can
32161,32161,0.706,0.955,7,-6.501,1,0.0545,0.000205,0.862,0.0836,0.225,140.003,audio_features,3iLQTpg1AtUk0Jzt8XjsrB,spotify:track:3iLQTpg1AtUk0Jzt8XjsrB,https://api.spotify.com/v1/tracks/3iLQTpg1AtUk0Jzt8XjsrB,https://api.spotify.com/v1/audio-analysis/3iLQTpg1AtUk0Jzt8XjsrB,432000,4,psytrance,,10730.0,Best Psytrance 2020
32051,32051,0.723,0.887,9,-5.272,1,0.106,0.000849,0.7979999999999999,0.197,0.563,138.037,audio_features,55qLvscOTdoehpDcLIbCUS,spotify:track:55qLvscOTdoehpDcLIbCUS,https://api.spotify.com/v1/tracks/55qLvscOTdoehpDcLIbCUS,https://api.spotify.com/v1/audio-analysis/55qLvscOTdoehpDcLIbCUS,240393,4,psytrance,,10619.0,Psytrance: Full on New Releases 2020
30565,30565,0.6459999999999999,0.887,11,-7.397,0,0.0405,0.000542,0.8029999999999999,0.147,0.147,137.974,audio_features,6ESWFPlYzsj2d3X9LIP5NE,spotify:track:6ESWFPlYzsj2d3X9LIP5NE,https://api.spotify.com/v1/tracks/6ESWFPlYzsj2d3X9LIP5NE,https://api.spotify.com/v1/audio-analysis/6ESWFPlYzsj2d3X9LIP5NE,485544,4,psytrance,,9115.0,"Psy, Goa, Full on Trance"
31619,31619,0.508,0.96,11,-5.527,1,0.0415,6.05e-06,0.86,0.625,0.347,147.98,audio_features,11SLmHjxF0puyCKb25s8Jx,spotify:track:11SLmHjxF0puyCKb25s8Jx,https://api.spotify.com/v1/tracks/11SLmHjxF0puyCKb25s8Jx,https://api.spotify.com/v1/audio-analysis/11SLmHjxF0puyCKb25s8Jx,457223,3,psytrance,,10181.0,DARK PSYTRANCE
31711,31711,0.597,0.927,11,-5.871,0,0.0429,0.000273,0.828,0.138,0.135,143.997,audio_features,53zBy0CG7tUUOLMQrz2w35,spotify:track:53zBy0CG7tUUOLMQrz2w35,https://api.spotify.com/v1/tracks/53zBy0CG7tUUOLMQrz2w35,https://api.spotify.com/v1/audio-analysis/53zBy0CG7tUUOLMQrz2w35,440000,4,psytrance,,10275.0,PSYTRANCE BANGERS best new 2020
31616,31616,0.555,0.96,7,-8.914,1,0.0671,0.000446,0.878,0.109,0.496,154.013,audio_features,4LVqSvnlcxT5AH09oZuI7G,spotify:track:4LVqSvnlcxT5AH09oZuI7G,https://api.spotify.com/v1/tracks/4LVqSvnlcxT5AH09oZuI7G,https://api.spotify.com/v1/audio-analysis/4LVqSvnlcxT5AH09oZuI7G,490658,3,psytrance,,10178.0,PSYTRANCE BANGERS best new 2020
32750,32750,0.507,0.941,1,-6.189,1,0.0845,0.0003,0.7440000000000001,0.126,0.518,153.907,audio_features,6uSAM7vUFQvpJOo1ax8joA,spotify:track:6uSAM7vUFQvpJOo1ax8joA,https://api.spotify.com/v1/tracks/6uSAM7vUFQvpJOo1ax8joA,https://api.spotify.com/v1/audio-analysis/6uSAM7vUFQvpJOo1ax8joA,545455,4,psytrance,,11328.0,Psytrance New Releases 2020
32510,32510,0.562,0.732,6,-5.896,0,0.0489,0.0169,0.7879999999999999,0.118,0.074,140.005,audio_features,6dsXvwPAOCcsrcAiw4R9pL,spotify:track:6dsXvwPAOCcsrcAiw4R9pL,https://api.spotify.com/v1/tracks/6dsXvwPAOCcsrcAiw4R9pL,https://api.spotify.com/v1/audio-analysis/6dsXvwPAOCcsrcAiw4R9pL,570978,4,psytrance,,11084.0,Best of PsyTrance
33754,33754,0.629,0.997,5,-0.851,0,0.0592,0.0317,0.0276,0.441,0.501,150.02,audio_features,7lnurK9PRMqUXcN8QerlA1,spotify:track:7lnurK9PRMqUXcN8QerlA1,https://api.spotify.com/v1/tracks/7lnurK9PRMqUXcN8QerlA1,https://api.spotify.com/v1/audio-analysis/7lnurK9PRMqUXcN8QerlA1,192052,4,trap,,12339.0,I'm a fucking Headbanger
33997,33997,0.555,0.957,6,-1.587,1,0.126,0.00101,0.196,0.188,0.463,144.93,audio_features,0fgrCqzAUdG2Jx2r4PlyUG,spotify:track:0fgrCqzAUdG2Jx2r4PlyUG,https://api.spotify.com/v1/tracks/0fgrCqzAUdG2Jx2r4PlyUG,https://api.spotify.com/v1/audio-analysis/0fgrCqzAUdG2Jx2r4PlyUG,281690,4,trap,,12583.0,Riddim or die
36335,36335,0.662,0.887,0,-1.618,0,0.242,0.0027,0.000128,0.368,0.215,139.97799999999998,audio_features,4HJXcqDVaQHbefcLImfWVG,spotify:track:4HJXcqDVaQHbefcLImfWVG,https://api.spotify.com/v1/tracks/4HJXcqDVaQHbefcLImfWVG,https://api.spotify.com/v1/audio-analysis/4HJXcqDVaQHbefcLImfWVG,192559,4,trap,,14932.0,I'm a fucking Headbanger
35406,35406,0.451,0.936,10,-2.069,0,0.48,0.0058,0.0881,0.205,0.145,149.898,audio_features,1jQ8NjXFs4DzPlqOBC2FuQ,spotify:track:1jQ8NjXFs4DzPlqOBC2FuQ,https://api.spotify.com/v1/tracks/1jQ8NjXFs4DzPlqOBC2FuQ,https://api.spotify.com/v1/audio-analysis/1jQ8NjXFs4DzPlqOBC2FuQ,211483,4,trap,,13996.0,I'm a fucking Headbanger
33945,33945,0.696,0.992,2,-0.245,1,0.283,0.0224,3.75e-06,0.395,0.455,150.043,audio_features,5uhDGZiEyRZ3CyPQFtcqsL,spotify:track:5uhDGZiEyRZ3CyPQFtcqsL,https://api.spotify.com/v1/tracks/5uhDGZiEyRZ3CyPQFtcqsL,https://api.spotify.com/v1/audio-analysis/5uhDGZiEyRZ3CyPQFtcqsL,246400,4,trap,,12531.0,Headbangers:Dubstep/Riddim
36110,36110,0.536,0.991,11,0.085,0,0.205,0.0378,0.0197,0.584,0.16,150.003,audio_features,3qavwet0IxIpsUqKQ6vlSj,spotify:track:3qavwet0IxIpsUqKQ6vlSj,https://api.spotify.com/v1/tracks/3qavwet0IxIpsUqKQ6vlSj,https://api.spotify.com/v1/audio-analysis/3qavwet0IxIpsUqKQ6vlSj,307200,4,trap,,14706.0,Lost Lands 2019
34503,34503,0.748,0.8029999999999999,11,-5.574,0,0.0798,0.0255,0.8390000000000001,0.127,0.0562,144.96,audio_features,6QzR9S0d8wuyLh6jM7t5cg,spotify:track:6QzR9S0d8wuyLh6jM7t5cg,https://api.spotify.com/v1/tracks/6QzR9S0d8wuyLh6jM7t5cg,https://api.spotify.com/v1/audio-analysis/6QzR9S0d8wuyLh6jM7t5cg,269964,4,trap,,13090.0,Lost Lands 2019
35243,35243,0.386,0.971,10,-2.736,0,0.29,0.00275,0.619,0.155,0.127,139.942,audio_features,3bbOoF1p7dO2fJb7g6NZcg,spotify:track:3bbOoF1p7dO2fJb7g6NZcg,https://api.spotify.com/v1/tracks/3bbOoF1p7dO2fJb7g6NZcg,https://api.spotify.com/v1/audio-analysis/3bbOoF1p7dO2fJb7g6NZcg,336000,4,trap,,13833.0,RIDDIM 2020 & Riddim Hits
34573,34573,0.563,0.993,10,0.005,0,0.381,0.0218,0.00243,0.04,0.304,149.915,audio_features,2rQcVxvZfI3Zgog9sn03sn,spotify:track:2rQcVxvZfI3Zgog9sn03sn,https://api.spotify.com/v1/tracks/2rQcVxvZfI3Zgog9sn03sn,https://api.spotify.com/v1/audio-analysis/2rQcVxvZfI3Zgog9sn03sn,220900,4,trap,,13160.0,I'm a fucking Headbanger
